20,62.013361860668134,367.66616216820717,1.0392635444411511e-05,0.07117188566616602,-206956425.66808578,-213390348.73456344,1580929459.6538637,1580929546.5805871,1580929636.2898185
82,5.053879712561299e-06,7.137977305817109e-05,3.7323746253914325,0.13150827516319188,-205770596.91349775,-211740792.10373265,1580929636.2999806,1580929816.8650205,1580929910.6562638
82,3.4028325673253707e-06,4.808268061257692e-05,2.54890371655662,0.11125474197180531,-205941286.65328664,-211920340.24066627,1580929928.557999,1580930098.6585214,1580930200.0319443
82,6.9471141638701465e-06,9.704891868309764e-05,5.5397020999259405,0.15993275844234942,-205455305.26623222,-211433037.58394626,1580930213.0456219,1580930325.1411996,1580930429.7957325
82,9.601171091539972e-06,0.0001267572860310035,11.35244382560068,0.21943986839363358,-204212163.59205016,-210185160.9152787,1580930438.1578512,1580930667.4705484,1580930789.8035762
82,9.869596400835584e-06,0.00012842262251498045,7.278071647138434,0.17308689611601033,-205145073.08670485,-211114620.1195437,1580930800.8227923,1580930983.890343,1580931082.987108
82,5.276449224838297e-06,7.102716134008907e-05,3.2356800974778155,0.11690086601360537,-205845877.22951418,-211823363.63900486,1580931093.4513745,1580931284.8159637,1580931388.7654533
82,5.683360689702074e-06,7.46209952360193e-05,11.243636290617472,0.2260114505667149,-204272790.35501212,-210248794.04337555,1580931397.3922517,1580931635.2297604,1580931752.8044093
78,885.6535770751235,40038.55490164546,2.3978282867637975e-11,1.5508079305452325e-07,-296164192.40779054,-304119336.20529705,1580931765.7500253,1580931862.6631021,1580931953.815459
82,7.421788110723218e-06,9.54873486144502e-05,16.311441648734174,0.2676821433755995,-201009962.2425881,-207147786.56551698,1580931965.0703733,1580932482.015027,1580932584.0313823
82,5.1269449562428105e-06,6.288300648169279e-05,7.872925248550215,0.18752456362477907,-205023041.7417991,-210987009.9005236,1580932594.8938978,1580932816.731214,1580932923.4290507
