9,823252.9197072496,1942071.0436091488,0.14805102738641393,0.02224893036571361,-352107842.88070256,-363057545.5027294,1580957713.0423846,1580957759.6573532,1580957800.6739035
75,3.859861535820521e-06,0.010980068812202778,4411.113628105929,78837.03767336278,-225414167.36101443,-230492543.9731889,1580957800.6765559,1580957867.266657,1580957926.6391325
75,5.725915088534358e-06,0.014081367098691613,3473.0165099302835,68115.67730630301,-223914426.60954675,-229017262.00186846,1580957936.8642943,1580958010.9363213,1580958075.5484378
75,7.728411211135573e-06,0.015448154400906555,6372.450767313155,92467.29475307786,-227404580.81361583,-232437223.4410069,1580958081.9404728,1580958153.1524892,1580958217.2998548
75,7.361858432307474e-06,0.015863572477564102,2181.0917483645208,56387.15629808061,-220381542.87679386,-225558557.82192048,1580958223.8368158,1580958295.40763,1580958358.9109695
75,4.8906228669569185e-06,0.01303438592277757,2150.8997417270452,57085.84497874865,-220268641.74356416,-225447510.24562144,1580958365.454608,1580958437.935465,1580958500.7214408
75,3.5263129622449867e-06,0.010927491279629586,1851.550864604921,53557.36032328046,-219057119.4482548,-224266531.53519747,1580958506.9363494,1580958573.1133232,1580958631.549395
75,3.3291842033446202e-06,0.010459326521097854,1782.091353218272,52920.2290041334,-218742445.8652052,-223952907.62756532,1580958636.7332697,1580958705.2344317,1580958769.6693048
75,4.27061900478493e-06,0.012297015911405099,1361.5872243511733,48511.89143563097,-216356212.46174964,-221619121.437291,1580958776.0421376,1580958848.096219,1580958910.2268615
75,4.8055851059624495e-06,0.012743508986248993,1277.8597077055108,48549.99605217103,-215810727.19383764,-221086273.90223604,1580958916.2306929,1580958986.9251518,1580959048.3476002
75,7.0753759779956945e-06,0.015597003952549465,1655.0691378433169,57648.807441120916,-220465829.90201095,-225721331.20912936,1580959054.4134166,1580959120.2387295,1580959181.5192578
75,4.0776171423009985e-06,0.011596829752552702,1705.4572977392359,59484.86577638839,-220618090.9184984,-225871832.894779,1580959187.5190353,1580959253.0356355,1580959313.6573067
75,5.870332100067269e-06,0.014186578139140983,748.2009669643264,34895.53110206954,-211085884.86502898,-216463972.53929618,1580959319.6611607,1580959413.2062051,1580959483.226409
75,6.1094726671124874e-06,0.014433903157896463,697.0842440188587,34335.58006462415,-210512077.16640007,-215905631.98398572,1580959489.7895784,1580959561.4578495,1580959621.8168821
74,5.067683678848906e-06,0.012790176323278385,664.6325707490327,33500.95399162559,-209953578.32552448,-215368071.65792814,1580959628.0749214,1580959699.9582112,1580959760.2649913
74,3.848892107898998e-06,0.011227559246436583,508.81669657892536,28340.810259668426,-207825137.72838745,-213288043.11820853,1580959766.3256521,1580959840.1251495,1580959900.178178
75,4.224493336410857e-06,0.011702576156239274,483.60015848277084,27499.27584256097,-212074504.0307471,-217593913.66190425,1580959906.2330709,1580959972.2949157,1580960031.9979093
74,3.7286154058844926e-06,0.011160142492020943,760.6751792485351,34265.98367733255,-211103305.32396656,-216491341.74581745,1580960038.0360358,1580960107.8188999,1580960169.3020074
74,3.556926660807928e-06,0.011231749867795513,454.4566020905561,25876.352799277556,-206989132.3981605,nan,1580960175.1188366,1580960249.891208,1580960309.3836193
74,4.062843525186035e-06,0.012262813493823502,541.9186501946347,30608.67928312594,-208328159.142495,-213783666.2946245,1580960315.075286,1580960386.823089,1580960445.2458878
74,4.048289815211589e-06,0.012227971742177591,476.5425439936694,30111.982047696783,-207358228.94329634,-212831761.0772648,1580960450.3248048,1580960519.105154,1580960579.50729
