,e_corr1,e_corr2,e_latent_dim,e_mean,e_var,p_a,p_b,p_c,p_d,t_corr1,t_corr2,t_latent_dim,t_mean,t_var,p_obs
0,0.0038068926606268515,0.0019574955326102685,130755.94685202243,2503.449558,6392386.734651605,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,1.0
1,0.0057215538338929355,0.004159467735105546,40957.080162347615,2503.83626,6365696.611177211,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,1.0
2,0.00511426075849388,0.005145960495529524,36960.398955240875,2503.191749,6373102.664597322,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,1.0
3,0.004975990613605169,0.00531802690471623,36700.07115257676,2510.005574,6417811.030110932,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,1.0
4,0.0026758412384385376,0.00446983618771758,81648.31740132837,2504.981408,6377103.993668339,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,1.0
5,-0.00039836035812651315,0.004794671400054875,-511241.5503573931,2502.161692,6380945.675313697,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,1.0
6,0.0026924316540766417,0.005818872790306555,61916.72038221792,2483.42942,6301257.812638461,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,1.0
7,0.0031846555307769287,0.0081508177272553,37392.24332955694,2506.257049,6395622.7105648145,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,1.0
8,0.006597333600922061,0.00308795626449224,47685.28569919773,2494.745528,6342043.536548001,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,1.0
9,0.005468909760180497,0.005675751822024386,31328.704550577782,2511.47497,6411384.242585499,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,1.0
10,0.0010811728514123764,0.012586324017156151,71245.9603387239,2500.153465,6356662.892079491,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,1.0
11,0.002853616180085311,0.0016887396478979346,202832.94152724755,2485.608086,6289540.16981142,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,1.0
12,0.0031217625983686065,0.005396591260975547,57767.686751823814,2490.642236,6317282.097356924,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,1.0
13,0.005861527165650771,0.005499277238438307,30109.80312790142,2497.746937,6352396.852128119,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,1.0
14,0.005036370390724578,0.0012474284361523864,155754.36682944736,2494.946722,6318860.866013454,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,1.0
15,0.0036521197906898653,0.0012263773333796503,218252.49962743468,2505.28747,6386922.785661002,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,1.0
16,0.0040737437695885,0.005733350800701967,41766.111256206575,2484.391092,6262668.823433051,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,1.0
17,0.003723947870412154,0.008160530072876877,31874.97213598447,2496.852366,6356953.103808205,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,1.0
18,0.00439095232897463,0.006110749361331739,36238.72512194103,2497.756496,6346238.121909806,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,1.0
19,0.0016500758697742392,-0.0005973228453664539,-996247.2115261971,2495.256683,6331716.877880837,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,1.0
20,0.00806929632492708,0.006201257277736523,19229.402608442113,2498.67049,6393258.623871155,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,1.0
21,0.004554609377779502,0.004378700348870996,48755.99744174549,2507.732011,6407213.185390893,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,1.0
22,0.0037404483455521997,0.005145271772193216,50691.91566642096,2484.635821,6269094.713066658,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,1.0
23,0.0036640857536689615,0.0076766323344508785,34718.97212894224,2497.93959,6314420.092610632,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,1.0
24,0.002784984349255931,0.004109338785072206,85331.121281246,2499.963968,6353143.849899693,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,1.0
25,0.001996517529179212,0.004456669643025349,109825.11271645903,2497.667245,6340157.2641211115,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,1.0
26,0.0055217989784097825,0.007858016018113805,22460.374318083876,2510.446757,6377760.886013183,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,1.0
27,0.0007757282425128416,0.005655383369152628,222145.5446472051,2496.577653,6351949.635090009,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,1.0
28,0.0023283605775829513,0.007155837742189023,58381.343629296236,2503.496288,6379672.917878218,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,1.0
29,0.00448493390865998,0.004933367904023326,43986.54956200396,2514.902795,6434901.149284191,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,1.0
0,0.04177039691449946,0.03577950536403836,5591.68331442558,2482.078383,677328.9795851054,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,10.0
1,0.03866018783946625,0.03604822360291097,6019.674513820815,2499.924216,686592.6126327856,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,10.0
2,0.03613070235356295,0.03476930322507423,6738.711182438978,2495.813893,680959.0731931846,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,10.0
3,0.03723313062047709,0.03285024435180244,6945.716123522488,2499.569455,681196.1079860028,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,10.0
4,0.04177331748304355,0.034827748620391674,5745.490700099057,2492.551188,683609.0160557887,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,10.0
5,0.03436533268439515,0.03879296388935478,6309.846789205249,2503.44942,687831.5409976634,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,10.0
6,0.03882215647223831,0.03856447886765378,5574.792907314913,2492.876594,684237.8080809595,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,10.0
7,0.03723206612624475,0.03866997324864642,5835.930660350695,2497.143401,683097.0687331533,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,10.0
8,0.043109534473610114,0.03493591565489854,5545.420759936103,2496.288165,685171.6280119331,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,10.0
9,0.03787818853183691,0.03853922150987636,5766.664501588008,2493.180817,679261.6405722126,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,10.0
10,0.0359893715920102,0.042129305487621005,5535.381862977657,2497.798308,682584.2718803372,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,10.0
11,0.03948714605502668,0.03552545104322072,5972.441669536508,2504.181786,689623.4021778505,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,10.0
12,0.03849753624989127,0.04141532034564775,5244.695774471322,2500.025579,684979.2682227148,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,10.0
13,0.03827363652983032,0.035043068539298526,6289.199260282517,2498.504535,683088.2830654338,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,10.0
14,0.03611801329664031,0.0393532173368547,5894.562012015594,2497.961207,685838.5295321037,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,10.0
15,0.039098099489064835,0.03933907043136272,5425.4707638556165,2497.907035,686343.9514885084,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,10.0
16,0.03982989315991099,0.041810183803709745,4989.815164608637,2511.839617,694556.2864342933,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,10.0
17,0.03307030203628371,0.038897161406366364,6545.199908729374,2498.722161,685505.5812324901,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,10.0
18,0.045199154796526995,0.03812553067699381,4823.8510296277445,2509.686254,691818.5582094474,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,10.0
19,0.038358831935327145,0.03646613599904015,6031.34263057661,2505.022094,685423.384957855,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,10.0
20,0.03865621659565737,0.03697085416016016,5895.56188869502,2488.744561,676819.3741599171,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,10.0
21,0.0336690060222084,0.037570627454860624,6652.328889878641,2492.169917,682804.5968432133,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,10.0
22,0.033885443796617,0.03960879764011686,6264.720362676213,2491.863477,681510.8675924704,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,10.0
23,0.03507031342251059,0.04228289482859495,5659.474413516017,2503.311486,686221.4360584721,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,10.0
24,0.04118272431618218,0.03720565693291479,5438.256787807611,2508.281806,693119.5764813785,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,10.0
25,0.03697027395653691,0.03788779398928656,5987.186504061124,2505.946967,690031.8978225011,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,10.0
26,0.037579839789587476,0.03853564626042015,5817.982616394644,2501.053377,683202.364841896,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,10.0
27,0.037611054593301704,0.035077617010225944,6409.884257073284,2489.675714,677001.4737445898,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,10.0
28,0.04067904493165384,0.040065468993607,5141.023160592735,2490.427198,677725.5206338688,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,10.0
29,0.035099213347261404,0.037750396133959356,6378.144672640338,2498.804743,682311.5093097044,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,10.0
0,0.2095486613560169,0.2274724147654904,592.0009220511993,2495.799499,119668.885218349,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,100.0
1,0.21790236433945087,0.206534669209675,653.3292207397984,2494.674209,117323.6019512243,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,100.0
2,0.22209931566390834,0.21836528136792305,576.559465251403,2510.415826,121449.68010673772,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,100.0
3,0.2115972455505069,0.21457580498712286,644.8312456301221,2504.758268,118431.32328364011,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,100.0
4,0.21510096640210633,0.20711734738956142,662.5980533046862,2489.356528,116817.65018378523,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,100.0
5,0.21092434940548144,0.22404881855086428,601.2715641239499,2497.874741,119480.35416318294,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,100.0
6,0.2011610858363878,0.21157585847537652,718.2611422058566,2496.702515,115335.39957367475,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,100.0
7,0.21935270616303434,0.2037362545763196,655.5257023770811,2506.515099,119213.38690402017,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,100.0
8,0.20909155012082478,0.21512652140591024,655.1922461957508,2502.61332,117849.03468657761,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,100.0
9,0.19667411523695175,0.22586401942183296,661.708392743104,2487.213302,117059.71170425678,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,100.0
10,0.22133349544390318,0.2241146547910072,550.5885049821272,2500.056896,122229.56109284516,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,100.0
11,0.21129620524650838,0.21239153407888303,660.2913412087825,2501.473209,117191.02936024232,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,100.0
12,0.21970715631897983,0.19545332832544132,701.7089704172498,2497.722108,116649.20755803636,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,100.0
13,0.21402237866456328,0.22521146212586138,581.7087548277073,2504.681237,120829.57820914987,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,100.0
14,0.22514583350366563,0.20606573856729782,618.1305439329811,2506.992442,120078.64244287663,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,100.0
15,0.21459074480965262,0.20976918328965816,648.2007564997267,2510.22341,119786.64596797188,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,100.0
16,0.21356523855598533,0.22647819405647232,577.0796634907815,2514.420123,122172.74797166487,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,100.0
17,0.22133962609426788,0.19989557477374054,667.2230505946129,2487.987992,116894.21075580794,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,100.0
18,0.22389979831115045,0.22452003557139483,541.4895673124696,2499.754666,121913.68068322843,10,1,10,1,0.45454545454545453,0.45454545454545453,25,2500.0,55000.000000000015,100.0
